City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2015-03-13 18:00:00,186.27,91.5,2.72,18.05,19.9,15.38,2.72,32.82,63.17,5.15,14.4,0.67,236.0,Poor
Ahmedabad,2015-03-13 19:00:00,164.6,91.5,3.1,26.83,31.37,15.38,3.1,22.4,44.67,6.08,26.97,3.0,243.0,Poor
Ahmedabad,2015-03-13 23:00:00,89.68,91.5,4.03,27.22,32.35,15.38,4.03,27.75,31.08,8.38,34.72,6.57,224.0,Poor
Ahmedabad,2015-03-14 00:00:00,52.7,91.5,2.02,17.88,19.17,15.38,2.02,37.06,38.71,4.05,12.62,0.32,211.0,Poor
Ahmedabad,2015-03-14 02:00:00,37.87,91.5,3.7,26.12,26.92,15.38,3.7,20.78,20.79,2.43,5.0,0.0,196.0,Moderate
Ahmedabad,2015-03-14 03:00:00,27.98,91.5,1.8,26.14,24.25,15.38,1.8,27.0,19.92,3.82,3.17,0.0,192.0,Moderate
Ahmedabad,2015-03-14 04:00:00,36.38,91.5,2.48,27.27,26.62,15.38,2.48,49.9,13.21,3.65,1.48,0.32,188.0,Moderate
Ahmedabad,2015-03-14 06:00:00,51.15,91.5,2.43,22.51,25.45,15.38,2.43,58.04,15.04,4.97,7.27,0.0,186.0,Moderate
Ahmedabad,2015-03-14 07:00:00,65.77,91.5,8.58,29.27,39.73,15.38,8.58,87.6,9.79,5.52,7.18,0.75,187.0,Moderate
Ahmedabad,2015-03-14 08:00:00,70.67,91.5,13.65,32.97,47.23,15.38,13.65,88.64,8.42,11.98,4.73,0.0,252.0,Poor
Ahmedabad,2015-03-14 09:00:00,86.48,91.5,5.6,28.25,33.97,15.38,5.6,189.59,15.54,13.62,0.0,0.0,252.0,Poor
Ahmedabad,2015-03-14 10:00:00,91.77,91.5,3.4,23.57,25.78,15.38,3.4,174.27,27.5,10.7,6.33,0.0,252.0,Poor
Ahmedabad,2015-03-14 11:00:00,102.6,91.5,2.42,23.15,24.6,15.38,2.42,108.48,46.21,13.12,9.38,0.83,252.0,Poor
Ahmedabad,2015-03-14 12:00:00,100.63,91.5,2.5,25.95,27.72,15.38,2.5,151.42,72.67,15.83,24.78,2.95,252.0,Poor
Ahmedabad,2015-03-14 14:00:00,149.35,91.5,3.43,19.93,20.12,15.38,3.43,65.77,59.88,2.58,7.62,0.0,252.0,Poor
Ahmedabad,2015-03-14 15:00:00,99.8,91.5,3.52,18.23,19.17,15.38,3.52,94.37,68.25,3.35,8.65,0.0,252.0,Poor
Ahmedabad,2015-03-14 17:00:00,115.0,91.5,2.4,12.5,12.43,15.38,2.4,46.75,78.83,3.55,8.47,0.77,205.0,Poor
Ahmedabad,2015-03-14 20:00:00,73.42,91.5,6.53,40.15,49.47,15.38,6.53,17.96,21.67,11.0,51.22,11.02,172.0,Moderate
Ahmedabad,2015-03-14 22:00:00,122.75,91.5,14.7,28.33,43.9,15.38,14.7,18.31,16.62,28.57,132.78,23.12,335.0,Very Poor
Ahmedabad,2015-03-14 23:00:00,106.38,91.5,35.43,37.38,76.4,15.38,35.43,16.8,17.04,8.2,39.35,6.27,408.0,Severe
Ahmedabad,2015-03-15 00:00:00,76.15,91.5,12.65,33.3,47.03,15.38,12.65,17.87,10.42,11.87,56.27,8.48,408.0,Severe
Ahmedabad,2015-03-15 01:00:00,75.27,91.5,8.42,26.58,31.77,15.38,8.42,36.76,12.04,11.48,42.47,5.48,408.0,Severe
Ahmedabad,2015-03-15 02:00:00,58.97,91.5,1.07,17.05,12.65,15.38,1.07,56.54,18.75,3.07,12.4,0.53,408.0,Severe
Ahmedabad,2015-03-15 06:00:00,39.38,91.5,1.55,12.78,10.1,15.38,1.55,43.86,21.42,1.3,2.65,0.0,408.0,Severe
Ahmedabad,2015-03-15 07:00:00,36.93,91.5,1.43,11.93,10.93,15.38,1.43,42.9,26.08,1.87,4.58,0.0,238.0,Poor
Ahmedabad,2015-03-15 08:00:00,36.28,91.5,1.83,12.6,14.1,15.38,1.83,33.06,27.38,4.28,17.9,0.0,182.0,Moderate
Ahmedabad,2015-03-15 09:00:00,39.07,91.5,2.07,8.99,10.43,15.38,2.07,40.39,38.67,4.03,6.75,0.0,176.0,Moderate
Ahmedabad,2015-03-15 10:00:00,24.88,91.5,1.98,8.17,9.17,15.38,1.98,40.95,51.25,2.37,3.05,0.0,166.0,Moderate
Ahmedabad,2015-03-15 11:00:00,32.17,91.5,2.15,7.3,9.17,15.38,2.15,34.79,55.75,1.87,3.07,0.0,156.0,Moderate
Ahmedabad,2015-03-15 12:00:00,33.07,91.5,2.38,8.33,10.4,15.38,2.38,30.07,60.79,1.88,4.8,0.27,147.0,Moderate
Ahmedabad,2015-03-15 13:00:00,39.65,91.5,2.75,8.45,10.75,15.38,2.75,32.19,61.58,1.03,3.88,0.0,128.0,Moderate
Ahmedabad,2015-03-15 14:00:00,33.4,91.5,3.08,9.88,11.88,15.38,3.08,23.3,57.0,1.93,6.02,0.65,114.0,Moderate
Ahmedabad,2015-03-15 15:00:00,28.43,91.5,3.0,8.6,11.13,15.38,3.0,30.6,61.75,0.83,6.47,0.0,114.0,Moderate
Ahmedabad,2015-03-15 16:00:00,36.98,91.5,2.77,8.23,11.0,15.38,2.77,28.95,67.04,2.13,5.43,0.0,114.0,Moderate
Ahmedabad,2015-03-15 17:00:00,55.53,91.5,2.65,7.72,10.08,15.38,2.65,31.02,69.92,2.5,4.13,0.0,114.0,Moderate
Ahmedabad,2015-03-15 18:00:00,65.03,91.5,2.78,12.46,15.8,15.38,2.78,37.59,58.42,4.57,5.77,0.4,114.0,Moderate
Ahmedabad,2015-03-15 20:00:00,71.52,91.5,4.22,20.35,26.07,15.38,4.22,29.24,34.46,5.52,18.38,2.52,128.0,Moderate
Ahmedabad,2015-03-15 21:00:00,69.75,91.5,3.7,22.84,27.98,15.38,3.7,8.37,26.08,7.18,15.3,1.9,128.0,Moderate
Ahmedabad,2015-03-15 23:00:00,84.0,91.5,3.85,19.22,23.87,15.38,3.85,139.52,27.67,16.2,17.13,3.38,128.0,Moderate
Ahmedabad,2015-03-16 01:00:00,39.37,91.5,1.98,8.21,8.18,15.38,1.98,84.81,51.12,0.73,2.47,0.0,128.0,Moderate
Ahmedabad,2015-03-16 02:00:00,25.88,91.5,1.97,8.08,7.38,15.38,1.97,41.6,47.71,0.68,1.93,0.0,128.0,Moderate
Ahmedabad,2015-03-16 03:00:00,22.12,91.5,1.98,8.58,7.52,15.38,1.98,66.41,42.08,0.53,1.87,0.0,128.0,Moderate
Ahmedabad,2015-03-16 05:00:00,13.15,91.5,1.68,8.75,8.18,15.38,1.68,59.07,38.08,0.2,2.07,0.0,123.0,Moderate
Ahmedabad,2015-03-16 07:00:00,22.88,91.5,1.53,8.88,10.45,15.38,1.53,40.95,37.38,1.72,0.77,0.0,102.0,Moderate
Ahmedabad,2015-03-16 08:00:00,29.33,91.5,2.03,10.6,13.33,15.38,2.03,29.54,35.46,3.4,1.73,0.0,100.0,Satisfactory
Ahmedabad,2015-03-16 09:00:00,22.98,91.5,2.37,10.87,13.7,15.38,2.37,32.83,43.04,5.03,4.92,0.0,105.0,Moderate
Ahmedabad,2015-03-16 10:00:00,28.68,91.5,2.63,11.39,14.45,15.38,2.63,29.91,52.62,3.35,12.92,0.0,108.0,Moderate
Ahmedabad,2015-03-16 11:00:00,33.38,91.5,2.4,11.4,14.25,15.38,2.4,29.57,67.79,3.7,11.28,0.63,108.0,Moderate
Ahmedabad,2015-03-16 13:00:00,42.1,91.5,2.42,8.62,10.88,15.38,2.42,24.46,73.5,2.07,5.67,0.0,109.0,Moderate
Ahmedabad,2015-03-16 14:00:00,31.92,91.5,2.9,10.95,13.08,15.38,2.9,15.53,84.21,3.02,5.78,0.0,111.0,Moderate
Ahmedabad,2015-03-16 16:00:00,13.18,91.5,2.53,8.74,10.42,15.38,2.53,19.77,81.46,1.07,5.47,0.0,111.0,Moderate
Ahmedabad,2015-03-16 20:00:00,32.12,91.5,2.83,28.99,35.03,15.38,2.83,16.01,47.04,11.65,20.78,2.33,111.0,Moderate
Ahmedabad,2015-03-16 21:00:00,32.67,91.5,3.88,36.0,44.73,15.38,3.88,30.66,33.12,9.32,35.45,6.82,124.0,Moderate
Ahmedabad,2015-03-16 23:00:00,37.53,91.5,8.15,43.3,56.6,15.38,8.15,134.19,21.21,6.18,25.7,3.35,177.0,Moderate
Ahmedabad,2015-03-17 00:00:00,36.15,91.5,16.65,45.8,67.75,15.38,16.65,61.68,17.08,10.12,32.08,3.42,295.0,Poor
Ahmedabad,2015-03-17 01:00:00,105.95,91.5,28.9,44.41,77.07,15.38,28.9,54.44,15.17,9.8,26.87,3.62,370.0,Very Poor
Ahmedabad,2015-03-17 02:00:00,102.53,91.5,13.03,44.54,57.77,15.38,13.03,40.7,12.79,11.1,24.68,3.25,370.0,Very Poor
Ahmedabad,2015-03-17 05:00:00,62.98,91.5,1.9,31.58,29.13,15.38,1.9,76.92,22.62,4.63,6.53,0.35,370.0,Very Poor
Ahmedabad,2015-03-17 07:00:00,49.38,91.5,3.7,37.5,38.5,15.38,3.7,46.66,14.54,6.92,7.88,0.0,370.0,Very Poor
Ahmedabad,2015-03-17 08:00:00,59.83,91.5,4.35,34.91,35.93,15.38,4.35,36.18,19.42,5.63,7.25,0.0,370.0,Very Poor
Ahmedabad,2015-03-17 09:00:00,58.62,91.5,5.0,31.17,34.53,15.38,5.0,167.06,33.29,7.95,8.12,0.0,243.0,Poor
Ahmedabad,2015-03-17 12:00:00,52.62,91.5,2.73,12.28,11.53,15.38,2.73,33.0,84.83,2.73,8.9,0.0,138.0,Moderate
Ahmedabad,2015-03-17 13:00:00,38.7,91.5,2.5,25.45,10.4,15.38,2.5,38.3,56.0,2.0,7.6,0.0,138.0,Moderate
Ahmedabad,2015-03-17 14:00:00,46.42,91.5,7.96,40.0,20.79,15.38,0.8,46.0,22.0,0.86,2.59,0.79,138.0,Moderate
Ahmedabad,2015-03-17 15:00:00,19.33,91.5,2.63,15.15,10.5,15.38,2.63,46.55,89.5,0.87,4.43,0.0,138.0,Moderate
Ahmedabad,2015-03-17 16:00:00,18.58,91.5,2.47,10.95,11.07,15.38,2.47,35.48,94.29,0.68,3.22,0.0,138.0,Moderate
Ahmedabad,2015-03-17 18:00:00,27.65,91.5,6.98,21.88,29.22,15.38,6.98,28.64,83.67,1.35,7.1,0.0,162.0,Moderate
Ahmedabad,2015-03-17 19:00:00,29.17,91.5,2.38,19.32,23.92,15.38,2.38,39.61,76.33,1.95,8.05,0.47,162.0,Moderate
Ahmedabad,2015-03-17 20:00:00,32.47,91.5,3.05,35.08,38.12,15.38,3.05,30.6,50.33,4.5,20.68,3.35,162.0,Moderate
Ahmedabad,2015-03-17 21:00:00,31.28,91.5,3.88,40.56,49.12,15.38,3.88,50.77,35.58,10.28,41.55,7.52,162.0,Moderate
Ahmedabad,2015-03-17 22:00:00,40.58,91.5,3.13,36.36,42.92,15.38,3.13,73.24,32.5,9.05,37.85,6.73,162.0,Moderate
Ahmedabad,2015-03-17 23:00:00,51.05,91.5,3.77,37.22,44.62,15.38,3.77,47.62,26.75,6.78,29.18,4.78,162.0,Moderate
Ahmedabad,2015-03-18 00:00:00,56.98,91.5,7.28,38.71,47.28,15.38,7.28,117.85,20.42,4.82,17.25,2.17,166.0,Moderate
Ahmedabad,2015-03-18 01:00:00,59.3,91.5,2.07,22.03,23.57,15.38,2.07,67.5,43.38,4.5,11.95,0.77,166.0,Moderate
Ahmedabad,2015-03-18 02:00:00,49.67,91.5,1.98,22.14,20.97,15.38,1.98,28.0,47.38,3.83,6.48,0.0,166.0,Moderate
Ahmedabad,2015-03-18 03:00:00,29.83,91.5,2.2,27.75,25.7,15.38,2.2,30.25,38.54,2.02,4.48,0.0,166.0,Moderate
Ahmedabad,2015-03-18 04:00:00,31.43,91.5,2.2,23.05,21.62,15.38,2.2,42.08,42.21,1.98,2.62,0.0,166.0,Moderate
Ahmedabad,2015-03-18 07:00:00,57.32,91.5,3.17,32.92,36.83,15.38,3.17,187.59,20.62,5.42,8.17,0.0,166.0,Moderate
Ahmedabad,2015-03-18 08:00:00,58.05,91.5,5.03,33.57,40.47,15.38,5.03,75.08,26.04,6.83,7.4,0.25,138.0,Moderate
Ahmedabad,2015-03-18 09:00:00,48.2,91.5,3.95,28.16,31.9,15.38,3.95,103.29,42.83,13.63,13.73,0.82,138.0,Moderate
Ahmedabad,2015-03-18 11:00:00,80.97,91.5,3.13,16.94,17.97,15.38,3.13,44.4,73.54,3.58,9.57,0.2,138.0,Moderate
Ahmedabad,2015-03-18 12:00:00,66.38,91.5,2.93,15.17,15.25,15.38,2.93,38.84,77.92,2.65,8.97,0.0,138.0,Moderate
Ahmedabad,2015-03-18 13:00:00,45.62,91.5,2.8,12.66,10.93,15.38,2.8,39.13,85.46,2.12,7.23,0.0,138.0,Moderate
Ahmedabad,2015-03-18 14:00:00,37.42,91.5,2.82,15.06,13.8,15.38,2.82,25.11,87.25,1.53,4.73,2.72,138.0,Moderate
Ahmedabad,2015-03-18 15:00:00,26.57,91.5,2.8,12.01,11.48,15.38,2.8,34.67,94.04,0.62,4.85,0.0,138.0,Moderate
Ahmedabad,2015-03-18 16:00:00,27.05,91.5,2.87,10.03,10.92,15.38,2.87,34.53,94.79,1.0,4.05,0.0,124.0,Moderate
Ahmedabad,2015-03-18 17:00:00,21.27,91.5,2.7,10.84,12.33,15.38,2.7,26.69,97.46,1.47,5.23,0.0,118.0,Moderate
Ahmedabad,2015-03-18 18:00:00,50.22,91.5,2.45,12.55,14.57,15.38,2.45,31.66,95.71,1.78,7.63,0.0,114.0,Moderate
Ahmedabad,2015-03-18 19:00:00,48.02,91.5,2.83,19.46,24.1,15.38,2.83,21.7,83.04,2.87,11.27,0.53,112.0,Moderate
Ahmedabad,2015-03-18 21:00:00,80.27,91.5,118.15,68.27,193.95,15.38,118.15,46.42,19.92,30.72,125.27,21.07,895.0,Severe
Ahmedabad,2015-03-18 22:00:00,133.05,91.5,179.17,71.89,260.6,15.38,179.17,36.91,19.29,58.05,223.08,36.33,1254.0,Severe
Ahmedabad,2015-03-18 23:00:00,182.18,91.5,238.27,79.2,326.27,15.38,238.27,37.07,19.58,58.88,229.77,37.92,1602.0,Severe
Ahmedabad,2015-03-19 00:00:00,205.25,91.5,172.98,73.32,253.05,15.38,172.98,43.55,18.25,59.65,202.73,33.75,1602.0,Severe
Ahmedabad,2015-03-19 01:00:00,211.15,91.5,126.65,58.41,189.73,15.38,126.65,50.99,16.38,67.4,249.38,52.33,1602.0,Severe
Ahmedabad,2015-03-19 03:00:00,192.47,91.5,2.97,40.13,33.23,15.38,2.97,68.34,15.0,27.58,106.95,19.5,1602.0,Severe
Ahmedabad,2015-03-19 05:00:00,95.48,91.5,2.92,45.33,39.97,15.38,2.92,38.5,12.67,4.03,9.67,1.8,1602.0,Severe
Ahmedabad,2015-03-19 06:00:00,103.12,91.5,0.85,28.26,19.15,15.38,0.85,69.48,30.5,3.88,7.05,1.53,1602.0,Severe
Ahmedabad,2015-03-19 07:00:00,98.47,91.5,2.38,35.19,31.4,15.38,2.38,199.04,16.29,4.87,11.97,2.6,1218.0,Severe
Ahmedabad,2015-03-19 08:00:00,97.82,91.5,8.83,39.72,43.32,15.38,8.83,159.98,12.21,9.33,18.55,2.62,945.0,Severe
Ahmedabad,2015-03-19 09:00:00,111.77,91.5,4.75,28.11,30.3,15.38,4.75,121.49,30.88,9.82,18.93,2.5,910.0,Severe
Ahmedabad,2015-03-19 12:00:00,59.05,91.5,2.77,17.18,18.6,15.38,2.77,37.47,70.42,4.78,16.77,1.45,231.0,Poor
Ahmedabad,2015-03-19 14:00:00,57.25,91.5,3.02,15.8,14.67,15.38,3.02,30.34,83.25,2.43,9.83,0.0,235.0,Poor
Ahmedabad,2015-03-19 15:00:00,30.35,91.5,3.08,11.54,11.34,15.38,3.08,28.42,95.12,1.88,7.57,0.17,236.0,Poor
Ahmedabad,2015-03-19 16:00:00,20.88,91.5,2.55,9.68,9.78,15.38,2.55,14.86,99.67,0.83,4.77,0.2,235.0,Poor
Ahmedabad,2015-03-19 18:00:00,32.57,91.5,2.68,13.3,15.22,15.38,2.68,17.39,97.83,1.48,6.43,0.0,235.0,Poor
Ahmedabad,2015-03-19 21:00:00,116.88,91.5,142.23,72.33,223.2,15.38,142.23,61.27,23.08,49.67,176.85,27.93,1037.0,Severe
Ahmedabad,2015-03-19 22:00:00,186.78,91.5,217.95,70.3,297.07,15.38,217.95,50.16,23.75,72.23,276.25,42.38,1482.0,Severe
Ahmedabad,2015-03-19 23:00:00,224.17,91.5,214.98,73.1,297.53,15.38,214.98,45.79,29.62,79.33,329.35,52.12,1482.0,Severe
Ahmedabad,2015-03-20 00:00:00,229.42,91.5,87.88,58.66,151.77,15.38,87.88,54.01,19.17,55.07,201.72,33.28,1482.0,Severe
Ahmedabad,2015-03-20 02:00:00,149.83,91.5,12.47,53.07,58.9,15.38,12.47,66.25,7.08,21.92,56.87,9.45,1482.0,Severe
Ahmedabad,2015-03-20 04:00:00,91.88,91.5,0.8,34.43,25.95,15.38,0.8,64.55,25.04,5.58,15.4,2.47,1482.0,Severe
Ahmedabad,2015-03-20 05:00:00,68.83,91.5,1.03,36.67,28.57,15.38,1.03,93.25,25.71,4.68,13.48,1.95,1482.0,Severe
Ahmedabad,2015-03-20 07:00:00,68.48,91.5,2.47,29.65,26.58,15.38,2.47,96.21,26.67,3.68,5.55,0.0,717.0,Severe
Ahmedabad,2015-03-20 10:00:00,67.63,91.5,4.12,28.05,31.97,15.38,4.12,139.57,44.25,6.75,15.8,2.13,200.0,Moderate
Ahmedabad,2015-03-20 11:00:00,69.33,91.5,3.42,22.18,23.77,15.38,3.42,67.67,63.79,6.7,22.12,1.77,201.0,Poor
Ahmedabad,2015-03-20 14:00:00,47.07,91.5,3.28,19.67,20.27,15.38,3.28,25.83,79.92,3.12,13.95,0.88,204.0,Poor
Ahmedabad,2015-03-20 15:00:00,39.52,91.5,2.58,13.75,13.98,15.38,2.58,29.49,97.04,1.4,8.0,0.2,205.0,Poor
Ahmedabad,2015-03-20 17:00:00,41.78,91.5,5.18,19.39,24.73,15.38,5.18,27.39,93.58,1.88,9.23,0.18,209.0,Poor
Ahmedabad,2015-03-20 18:00:00,34.1,91.5,2.45,11.83,13.22,15.38,2.45,26.16,109.46,2.33,11.92,0.82,210.0,Poor
Ahmedabad,2015-03-20 19:00:00,31.28,91.5,2.53,21.01,23.33,15.38,2.53,29.37,84.29,4.93,18.15,0.0,209.0,Poor
Ahmedabad,2015-03-20 23:00:00,179.7,91.5,72.3,64.52,142.85,15.38,72.3,50.21,18.46,39.53,158.35,26.92,927.0,Severe
Ahmedabad,2015-03-21 01:00:00,148.13,91.5,51.93,60.57,116.83,15.38,51.93,67.21,14.46,31.33,93.43,16.0,927.0,Severe
Ahmedabad,2015-03-21 02:00:00,138.77,91.5,12.75,60.11,65.95,15.38,12.75,38.46,6.67,20.22,47.18,7.0,927.0,Severe
Ahmedabad,2015-03-21 03:00:00,128.92,91.5,2.35,51.48,45.9,15.38,2.35,63.85,8.71,10.17,26.15,1.37,927.0,Severe
Ahmedabad,2015-03-21 04:00:00,80.18,91.5,11.38,51.67,56.43,15.38,11.38,125.19,5.29,9.13,23.42,3.57,927.0,Severe
Ahmedabad,2015-03-21 05:00:00,80.9,91.5,6.77,46.77,47.37,15.38,6.77,89.3,8.12,7.5,27.73,2.07,710.0,Severe
Ahmedabad,2015-03-21 06:00:00,92.57,91.5,11.9,47.82,53.78,15.38,11.9,54.25,5.33,5.23,12.68,2.83,710.0,Severe
Ahmedabad,2015-03-21 07:00:00,92.97,91.5,17.62,49.58,62.78,15.38,17.62,51.9,5.33,6.83,14.17,3.13,710.0,Severe
Ahmedabad,2015-03-21 08:00:00,91.7,91.5,10.53,40.54,47.9,15.38,10.53,34.81,12.12,12.85,17.73,1.58,505.0,Severe
Ahmedabad,2015-03-21 10:00:00,101.0,91.5,2.92,35.95,35.27,15.38,2.92,111.98,55.38,14.8,20.88,3.37,304.0,Very Poor
Ahmedabad,2015-03-21 11:00:00,115.05,91.5,2.5,29.43,28.98,15.38,2.5,92.27,85.33,9.97,22.58,2.37,304.0,Very Poor
Ahmedabad,2015-03-21 14:00:00,100.38,91.5,2.58,13.63,11.42,15.38,2.58,34.35,110.5,3.57,16.08,1.58,304.0,Very Poor
Ahmedabad,2015-03-21 16:00:00,83.48,91.5,2.57,11.82,10.6,15.38,2.57,49.56,120.42,1.43,8.27,0.23,251.0,Poor
Ahmedabad,2015-03-21 17:00:00,69.13,91.5,2.58,14.46,14.67,15.38,2.58,41.17,116.62,1.75,8.8,0.23,255.0,Poor
Ahmedabad,2015-03-21 18:00:00,76.83,91.5,2.82,22.33,24.87,15.38,2.82,67.25,107.75,2.25,10.03,1.42,261.0,Poor
Ahmedabad,2015-03-21 19:00:00,98.47,91.5,4.17,41.21,50.13,15.38,4.17,55.45,69.12,5.67,20.42,2.52,270.0,Poor
Ahmedabad,2015-03-21 20:00:00,108.65,91.5,21.93,67.05,98.4,15.38,21.93,33.76,27.08,17.12,63.1,10.3,329.0,Very Poor
Ahmedabad,2015-03-21 21:00:00,133.52,91.5,134.68,86.25,231.78,15.38,134.68,80.69,23.5,67.3,184.08,31.98,992.0,Severe
Ahmedabad,2015-03-21 22:00:00,189.57,91.5,122.05,77.62,208.52,15.38,122.05,84.53,25.38,85.67,332.38,52.97,992.0,Severe
Ahmedabad,2015-03-22 00:00:00,159.42,91.5,0.87,43.92,46.77,15.38,0.87,68.58,30.79,16.12,55.18,10.08,992.0,Severe
Ahmedabad,2015-03-22 02:00:00,110.18,91.5,45.12,67.18,107.68,15.38,45.12,46.03,5.75,17.95,46.65,7.8,992.0,Severe
Ahmedabad,2015-03-22 04:00:00,97.67,91.5,2.52,50.02,44.57,15.38,2.52,57.84,9.33,8.75,18.57,1.85,992.0,Severe
Ahmedabad,2015-03-22 08:00:00,109.58,91.5,15.7,48.1,60.7,15.38,15.7,61.16,9.42,12.03,41.83,3.8,465.0,Severe
Ahmedabad,2015-03-22 09:00:00,127.38,91.5,7.55,51.4,56.02,15.38,7.55,112.56,21.71,17.67,44.87,5.2,465.0,Severe
Ahmedabad,2015-03-22 10:00:00,124.02,91.5,2.8,37.81,37.7,15.38,2.8,131.25,60.58,11.25,20.0,2.1,363.0,Very Poor
Ahmedabad,2015-03-22 11:00:00,121.7,91.5,2.38,30.37,29.15,15.38,2.38,118.06,95.5,11.23,24.17,4.0,363.0,Very Poor
Ahmedabad,2015-03-22 12:00:00,109.7,91.5,2.55,17.87,13.82,15.38,2.55,85.71,88.46,6.6,22.93,3.6,363.0,Very Poor
Ahmedabad,2015-03-22 13:00:00,70.55,91.5,2.67,14.56,12.9,15.38,2.67,60.22,92.46,2.7,10.35,0.4,363.0,Very Poor
Ahmedabad,2015-03-22 15:00:00,32.65,91.5,2.6,14.61,10.4,15.38,2.6,42.74,98.38,1.35,4.67,0.0,281.0,Poor
Ahmedabad,2015-03-22 16:00:00,42.98,91.5,2.28,12.68,10.47,15.38,2.28,43.16,112.71,1.2,4.32,0.0,252.0,Poor
Ahmedabad,2015-03-22 19:00:00,106.92,91.5,2.67,17.35,21.17,15.38,2.67,31.2,63.62,3.08,10.57,0.35,249.0,Poor
Ahmedabad,2015-03-22 21:00:00,125.6,91.5,109.45,64.98,181.7,15.38,109.45,45.77,21.83,45.48,170.53,28.13,844.0,Severe
Ahmedabad,2015-03-22 22:00:00,187.27,91.5,123.42,63.85,194.95,15.38,123.42,147.23,23.79,74.28,233.0,36.92,926.0,Severe
Ahmedabad,2015-03-22 23:00:00,288.55,91.5,172.5,64.91,245.52,15.38,172.5,123.0,20.62,83.28,275.92,42.25,1215.0,Severe
Ahmedabad,2015-03-23 00:00:00,284.47,91.5,129.98,59.8,197.0,15.38,129.98,121.87,19.33,70.67,266.88,40.27,1215.0,Severe
Ahmedabad,2015-03-23 01:00:00,246.43,91.5,166.32,63.73,235.32,15.38,166.32,99.13,12.96,61.23,197.42,30.28,1215.0,Severe
Ahmedabad,2015-03-23 03:00:00,226.88,91.5,120.68,57.26,172.15,15.38,120.68,49.07,6.83,47.47,150.82,25.28,1215.0,Severe
Ahmedabad,2015-03-23 04:00:00,237.17,91.5,39.15,44.47,77.0,15.38,39.15,152.82,4.38,62.28,170.17,27.68,1215.0,Severe
Ahmedabad,2015-03-23 06:00:00,136.48,91.5,3.12,30.94,26.75,15.38,3.12,61.12,8.25,7.1,42.37,3.75,1215.0,Severe
Ahmedabad,2015-03-23 08:00:00,93.0,91.5,49.88,51.35,98.82,15.38,49.88,48.45,6.12,18.57,58.98,4.8,1178.0,Severe
Ahmedabad,2015-03-23 09:00:00,128.42,91.5,8.3,48.26,53.22,15.38,8.3,93.78,14.21,29.88,59.55,7.97,973.0,Severe
Ahmedabad,2015-03-23 11:00:00,128.43,91.5,3.1,25.36,28.0,15.38,3.1,68.09,65.0,7.63,22.73,1.77,493.0,Severe
Ahmedabad,2015-03-23 12:00:00,118.17,91.5,2.83,27.52,30.02,15.38,2.83,61.06,73.58,6.62,26.87,4.95,493.0,Severe
Ahmedabad,2015-03-23 13:00:00,85.12,91.5,2.83,20.08,19.6,15.38,2.83,46.99,79.96,5.58,29.87,5.95,493.0,Severe
Ahmedabad,2015-03-23 14:00:00,64.22,91.5,2.93,20.88,18.18,15.38,2.93,29.85,82.0,4.15,18.33,1.62,493.0,Severe
Ahmedabad,2015-03-23 15:00:00,45.97,91.5,3.12,20.59,18.13,15.38,3.12,51.71,108.62,3.18,13.92,0.88,493.0,Severe
Ahmedabad,2015-03-23 16:00:00,52.1,91.5,2.38,15.49,14.77,15.38,2.38,55.54,114.71,3.12,9.6,1.0,319.0,Very Poor
Ahmedabad,2015-03-23 20:00:00,84.45,91.5,46.03,66.57,120.17,15.38,46.03,25.07,17.29,16.87,79.13,12.68,471.0,Severe
Ahmedabad,2015-03-23 21:00:00,111.1,91.5,34.88,54.17,94.98,15.38,34.88,69.75,27.5,32.83,144.85,25.95,471.0,Severe
Ahmedabad,2015-03-23 23:00:00,211.2,91.5,184.27,72.47,265.72,15.38,184.27,78.29,21.46,55.22,215.47,33.37,1284.0,Severe
Ahmedabad,2015-03-24 00:00:00,241.52,91.5,147.98,65.53,220.65,15.38,147.98,79.86,16.92,55.77,237.22,38.95,1284.0,Severe
Ahmedabad,2015-03-24 01:00:00,298.08,91.5,106.6,62.75,169.33,15.38,106.6,110.51,9.5,45.52,314.87,45.27,1284.0,Severe
Ahmedabad,2015-03-24 04:00:00,294.3,91.5,0.25,22.05,12.4,15.38,0.25,76.12,15.75,7.92,46.3,5.35,1284.0,Severe
Ahmedabad,2015-03-24 05:00:00,172.47,91.5,0.77,21.77,11.18,15.38,0.77,57.18,18.12,2.48,9.73,1.35,1284.0,Severe
Ahmedabad,2015-03-24 06:00:00,103.82,91.5,1.17,19.25,10.13,15.38,1.17,43.09,21.25,2.0,7.35,0.27,1284.0,Severe
Ahmedabad,2015-03-24 08:00:00,70.58,91.5,3.63,20.91,18.53,15.38,3.63,35.42,11.62,3.98,18.5,0.37,827.0,Severe
Ahmedabad,2015-03-24 09:00:00,67.32,91.5,5.22,21.1,22.47,15.38,5.22,40.11,15.92,5.42,28.87,0.0,377.0,Very Poor
Ahmedabad,2015-03-24 11:00:00,87.17,91.5,2.75,14.92,18.05,15.38,2.75,39.4,57.25,4.02,20.23,1.97,308.0,Very Poor
Ahmedabad,2015-03-24 12:00:00,148.95,91.5,2.77,14.35,17.63,15.38,2.77,34.32,77.5,4.23,13.62,0.95,309.0,Very Poor
